1000
x y
0.0125126 -3.06585
8.08741 131.298
3.50291 29.1562
7.46605 112.64
7.10501 99.0986
0.149846 -1.3718
1.47313 8.73329
4.45692 33.0773
0.089114 0.321629
5.71184 66.9032
1.66234 5.3057
3.52123 24.3151
7.83319 125.287
3.0195 21.6368
9.55901 187.212
1.42338 1.35135
8.62239 148.984
8.43654 151.538
6.11499 71.7907
2.97281 13.9238
3.75866 28.4959
0.562151 4.5438
2.75887 15.4753
6.91183 100.145
4.84939 48.0417
4.68459 48.1854
7.44438 108.912
3.85235 31.6762
5.72405 61.2514
2.25105 12.9947
5.17106 58.5289
3.45561 24.3117
4.91897 48.2433
5.04807 53.6823
1.41575 6.51119
3.03049 13.8489
9.66613 185.171
8.77255 157.558
1.91351 9.87863
4.75265 43.5775
7.32017 104.274
5.68743 68.2887
7.21915 100.284
3.67809 23.6387
5.17014 53.5656
1.04678 6.87572
5.49547 59.2712
3.74981 27.592
4.56099 45.3946
2.978 19.122
1.9599 11.589
3.97656 35.5313
0.274667 1.01262
0.505081 -2.53329
8.43043 144.789
1.97851 4.73926
1.09928 0.824741
9.41069 173.472
1.40263 7.60788
7.07999 103.434
2.52724 6.89154
0.610065 4.45745
2.10578 8.59123
0.142521 -0.469299
7.5222 115.002
0.738853 -1.93554
6.96219 94.8514
2.32429 11.3114
6.28681 76.9531
9.63042 191.623
1.89947 3.68788
9.95178 202.633
0.975066 -2.0325
4.37727 35.6942
8.9462 155.463
7.69066 114.626
6.28071 79.0648
4.66353 45.3006
8.54793 150.192
7.20908 103.167
1.84271 7.78085
9.05087 158.399
6.04724 75.1848
3.51299 20.4665
7.40745 111.775
6.91122 94.1258
5.76037 72.5975
6.14704 72.4039
6.67776 90.5171
5.69201 60.4319
1.08554 6.26965
7.44316 106.502
0.793481 2.33307
8.20002 134.333
4.08979 32.2852
5.01205 46.7309
7.37999 110.822
9.59075 189.796
3.00058 15.6115
0.657369 1.29742
6.09638 72.835
8.75637 152.917
1.04801 -0.527193
2.90292 18.5847
6.62801 85.2316
3.79131 31.6696
5.09262 53.1522
5.32151 56.1544
0.0589007 -3.97462
6.23066 79.8205
7.47337 110.481
7.85363 122.345
9.55718 180.696
3.74248 29.0665
9.5172 177.498
3.29844 21.6867
1.31626 7.56508
5.96881 76.116
0.146794 2.06734
6.17145 70.0901
1.6892 4.32626
3.19407 21.5911
8.02393 131.495
6.11103 80.5175
1.4481 3.40669
2.537 15.5026
0.661641 1.56129
3.02286 15.6762
3.1135 21.2558
1.34709 6.21975
8.9523 165.318
6.15223 78.4119
2.28492 8.56686
2.4955 17.4092
0.538041 0.600508
4.26801 32.2899
8.91537 153.051
1.25095 -0.529159
0.470901 -1.40025
9.14701 165.736
9.46165 182.578
8.42097 142.432
2.59163 12.4044
9.54802 178.773
5.85559 68.9821
9.4528 182.003
0.0717185 1.05742
